Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
27672,Atkinson 2,Performance Engineering ,Atkinson 2 - Modem - Remote Access,5 - Punchlist,Pine Gate Renewables,"Aug 25, 2023 03:44:00 PM",,Atkinson 2 (ATKI),On Hold - Waiting for Client Approval,0.75,,"Sep 07, 2023 12:22:11 PM",Andrea De Jesus,"Aug 25, 2023 03:39:56 PM",,(OM) O&M Contract,,"2023-08-30 ADE
Messaged PGR again (copied below).  Setting WO to On Hold - Waiting Client Approval to await response.

Hello PGR team,

We still have one outstanding issue with regards to the site communications at Atkinson II and that is establishing remote access to site devices for CSS.  Currently, this boils down to two options.

Establish Atkinson II on the AlsoEnergy VPN (PGR would need to contact AE directly for this service to be initiated.  We have already confirmed with AE that Atkinson II is eligible for this update.  For your convenience:  The account manager is Scott Greco (scott.greco@alsoenergy.com), sales specialist: Sierra Judge ( sierra.judge@stem.com).
Add multiple CSS IP addresses, subject to frequent change/maintenance,  to the Trusted IP list for the site modem.
We would definitely recommend option 1.  Please let us know if we can assist further with this decision!


2023-08-25 ADE
Emailed Also Energy to find out if Atkinson 2 modem would be compatible with the AE VPN and whether there was an additional cost.

2023-08-25 ADE
WO to track possible modem remote-access setup for Atkinson 2",,,Catherine Ambrose,
27667,Interstate,Corrective,"UAV Follow Up @ Interstate: 1 CB Offline, 2 Damaged Modules",3 - Medium,Pine Gate Renewables,"Aug 25, 2023 11:08:00 AM",,Interstate (INTE),On Hold - Awaiting Parts,0.00,,"Sep 07, 2023 11:54:37 AM",,"Aug 25, 2023 11:06:32 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27679,Valley Creek,Troubleshooting Electrical Equipment,INV 1 offline with ground fault,1 - Urgent,Pine Gate Renewables,"Aug 25, 2023 09:45:00 AM",,Inverter 1 (VALL-INV1),On Hold - Waiting for Client Approval,30.24,,"Sep 11, 2023 09:32:47 AM",,"Aug 26, 2023 11:50:07 AM",INCOMPLETE,(TM) Time and Materials,,"2023 09-11 JNA
Requested update on shipping

2023-09-08 JNA
SMA sent the wrong quote. JNA re-sent PO 

2023-09-07 JNA
Quote received from SMA, added to files tab and sent to client for approval 
Approved by PGR and sent back to SMA

2023-09-05 DBA
- Reached out to SMA for a DC switch quote with no labor.

2023-09-05 LGU
-Techs contacted SMA and went through some more troubleshooting. 
-We tested voltages on X9105.5(.8V) and X9106.6(24V)
-X9106.6 sends voltage to the DC Switch and then returns through X9105.5. No voltage on X9105.5 indicates the DC switch will need to be replaced. 
-Tech support updated the email chain, and Dylan will follow up on getting a new switch. 

2023-09-05 JNA
JNA requested an update from SMA

2023-09-01 JNA
JNA requested an update from SMA

2023-08-29 DBA
- Black box is called the DST Board, it controls the power stacks in the inverter.
- Similar issue happened on WO11021 at Collier. 

2023-08-28 LGU
-Techs arrived on site to find inverter online but not producing. 
-Techs first noticed the GFCI breaker was tripped. Techs closed that and then power cycled the inverter. 
-Production did not return. 
-Techs then downloaded the event logs and contacted SMA for technical support. 
-SMA tech support wasn't very helpful from a trouble shooting angle, but we did start a case with them(406760954)
-Techs had good dc and ac voltage, which leads us to believe this is an internal inverter issue. 
-Techs also noticed that one of the black box devices had a flashing error light present. This leads us to think that is where the problem lies. 


2023-08-25 BDO
INV 1 failed to start up with the site 2023-08-25 and reported a series of ground fault related alerts in the event history (attached to files tab).",,,Dylan Barrett,
27666,Anderson,Corrective,"Heiolytics string repairs -INV 9 derating, 3 offline strings & 3 stalled trackers",3 - Medium,Soltage,"Aug 25, 2023 09:36:00 AM",,Anderson (ANDE),On Deck to be Scheduled,,,"Aug 29, 2023 11:23:31 AM",,"Aug 25, 2023 09:33:54 AM",,(TM) Time and Materials,,"2023-08-29 FHU
- Per Soltage:
Ok, I have a suspicion that these are blown fuses so let’s hold off on this work order until the annual is complete.

If while on site for the annual we find that it is more than blown fuses please address them during the corrective work portion.",,,Forrest Huynh,
27647,Nitro,Mow,"Mow/graze, spot spray as needed",6 - Scheduled,NESM/Exus,"Aug 25, 2023 07:11:00 AM",,Nitro (NITR-VMS),Open,,,"Sep 10, 2023 05:15:47 PM","Brock Phillips, Nick Hudgins","Aug 24, 2023 06:04:53 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27616,Star,Mow,"Mow/graze, spot spray as needed",6 - Scheduled,Menlo Capital,"Aug 25, 2023 07:10:00 AM",,Star (STAR-VMS),Open,9.76,,"Sep 07, 2023 07:19:57 AM",Brock Phillips,"Aug 23, 2023 06:04:48 AM",INCOMPLETE,(OM) O&M Contract,,"2023-09-03 BPH
- Flock shifted to the southern part of the eastern section of the array.

2023-08-29 BPH
- A flock of 185 sheep and 1 donkey was added to the northern part of the eastern section of the array.",,,Forrest Huynh,
27617,Sedberry Farm,Mow,Mow array and spot spray as needed,6 - Scheduled,NESM/Exus,"Aug 25, 2023 07:09:00 AM",,Sedberry (SEDB-VMS),On Deck to be Scheduled,,,"Aug 25, 2023 07:09:57 AM",Landscaping Crew South,"Aug 23, 2023 06:04:48 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27664,Tumbleweed,Performance Engineering ,Widespread (No INV Comms) - PE Daily Production Confirmation (Meter Comparison),6 - Scheduled,NESM/Exus,"Aug 24, 2023 08:46:00 PM",,Tumbleweed (DESC),Internal Action Needed - PE,,,"Aug 25, 2023 10:16:13 AM",,"Aug 24, 2023 08:44:43 PM",,(OM) O&M Contract,,,,,Catherine Ambrose,
27663,Chiloquin,Performance Engineering ,Widespread (INVs No Comms) - PE Daily Production Confirmation (Meter Comparison),6 - Scheduled,NESM/Exus,"Aug 24, 2023 08:42:00 PM",,Chiloquin (CHIL),Internal Action Needed - PE,6.77,,"Aug 25, 2023 10:16:04 AM",,"Aug 24, 2023 08:40:44 PM",,(OM) O&M Contract,,,,,Catherine Ambrose,
27662,Sedberry Farm,Performance Engineering ,INV blocks B1 to C2 (Intmt Comms) - PE Production Confirmation Tracking (Meter Comparison as needed),6 - Scheduled,NESM/Exus,"Aug 24, 2023 08:38:00 PM",,Sedberry Farm (SEDB),Internal Action Needed - PE,,,"Aug 25, 2023 10:15:57 AM",,"Aug 24, 2023 08:37:04 PM",,(OM) O&M Contract,,,,,Catherine Ambrose,
27661,Beulaville,Performance Engineering ,Block B INVs (No Comms) - PE Daily Production Confirmation (Meter Comparison),6 - Scheduled,Alchemy Renewable Energy,"Aug 24, 2023 08:34:00 PM",,Beulaville (BEUL),Internal Action Needed - PE,,,"Aug 25, 2023 10:15:49 AM",,"Aug 24, 2023 08:32:07 PM",,(OM) O&M Contract,,,,,Catherine Ambrose,
27658,1634,Performance Engineering ,Inverters (No Comms) - PE Daily Production Confirmation (Meter Comparison),,Soltage,"Aug 24, 2023 08:16:00 PM",,1634 (1634),Internal Action Needed - PE,,,"Sep 08, 2023 11:12:50 AM",,"Aug 24, 2023 08:15:17 PM",,,,"2023-09-08 JEN
Comparable site production confirmed via the meter.

2023-09-07 JEN
Comparable site production confirmed via the meter.

2023-09-07 BDO
We compared meter production data from 1-month ago, and then 1-year ago and it was extremely difficult to get an accurate comparison to the point we are confident an inverter is on or offline.",,,Catherine Ambrose,
27737,Chiloquin,Troubleshooting Electrical Equipment,INV 9.06 offline (islanding),3 - Medium,NESM/Exus,"Aug 24, 2023 06:00:00 PM",,Inverter B9.CMB/I6 (CHIL-B9.CMB/I6),Open,1.33,,"Aug 31, 2023 01:35:41 PM",,"Aug 29, 2023 05:11:07 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-31 LBI
-CSS found the AC breaker tripped for Inv. 9.06, breaker was reset and all three AC phases showed good voltages on the inverters HMI display. 
-This issue is likely a bad 100A AC breaker as there is no evidence of damaged feeders.
",,,Dylan Barrett,
27655,Nitro,Corrective,Spare parts procurement (paired with WO27481 - Faison - Inv 2 Offline).,6 - Scheduled,NESM/Radian Generation,"Aug 24, 2023 03:13:00 PM",,Nitro (NITRO),On Hold - Awaiting Parts,,,"Aug 24, 2023 03:19:23 PM",,"Aug 24, 2023 03:10:34 PM",,(TM) Time and Materials,,"2023-08-24 FHU
- Received quote for the repair items for WO27481. Doubled the order materials to keep spare parts in client inventory. 
- Radian approved. 
- Per Garrett Royal:
This (WO27481 parts) is approved. For the spares, please bill them to Nitro rather than Faison.",,,Forrest Huynh,
27671,Bartow,Corrective,Ship Inv from HQ to site,4 - Low,Alchemy Renewable Energy,"Aug 24, 2023 02:18:00 PM",,Bartow (BART),On Hold - Waiting for Client Approval,,,"Sep 04, 2023 10:59:08 AM",Drew Parada,"Aug 25, 2023 02:09:25 PM",,(TM) Time and Materials,,"2023-09-01 DPA
-requested a quote to sent the spare inverter from the Durham office to Aireko in FL
-quote received and uploaded 
-quote sent to AM",,,Dale Freeman,
27657,Lakeview,Troubleshooting Electrical Equipment,Lakeview - All Inverters - Offline (Following grid outage),,NESM/Exus,"Aug 24, 2023 12:25:00 PM",,Lakeview  (LAKE),On Deck to be Scheduled,7.84,,"Aug 24, 2023 03:35:32 PM",,"Aug 24, 2023 03:27:00 PM",,(TM) Time and Materials,,"2023-08-24 ADE
After site restoration from grid outage (WO 27654), All site inverters failed to restore to production.  Site investigation needed.",,,Dylan Barrett,
27749,,Performance Engineering ,Automate the monthly O&M reporting process,6 - Scheduled,,"Aug 24, 2023 12:00:00 PM",,,Internal Action Needed - PE,10.50,,"Sep 04, 2023 09:19:20 PM","Jason Endries, Zhongle Zhou","Aug 30, 2023 11:03:01 AM",,(OVH) Overhead,,"2023-08-28 ZZH
Wrote a sample script for automated data processing

2023-08-29 JEN
Lizzy and I met to clarify the steps in the review of data files.

2023 09-01 ZZH
Drafted a flow chart for data processing procedures with the help of Jason",,,Jason Endries,
27650,Gastonia Solar,Corrective,Replace ACC breaker for Pod 1.13.,3 - Medium,"Adapture Renewables, Inc","Aug 24, 2023 11:29:00 AM",,AC Combiner - ACB 01-13 (GAST-ACB-01-13),On Deck to be Scheduled,,,"Aug 24, 2023 11:30:00 AM",,"Aug 24, 2023 11:25:28 AM",,,,,,,Forrest Huynh,
27631,Selma,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 05:00:00 PM",,Town of Selma (TOWN.S),On Hold - Awaiting Third Party,14.65,,"Sep 08, 2023 02:32:21 PM","Aaron Will-Keck, Antonio Overton","Aug 23, 2023 09:57:11 AM",COMPLETE,(FX) Fixed Scope and Price,,"2023-08-28 AOV
     - Techs mobilized to location of POI
     - Techs inspected Poles (Risers, Meter, and Goab); issues found are in labor tasks tab & photos uploaded
     - Techs navigated on site to locations of Inverters
     - Techs retrieved pertinent information from Inverters via Labels & HMI; photos uploaded
     - Techs isolated Inverters to safely take site offline
     - Techs mobilized to location of POI to isolate site; techs isolated site
     - Techs navigated on site to locations of Transformers
     - Techs retrieved pertinent info from Transformers via Labels; techs inspected Transformers for deficiencies; issues found are in labor tasks; photos uploaded
     - Techs mobilized to location of POI to reenergize site; site was restored online
     - Techs verified site production with AES
     - Techs navigated on site to location of Perimeter fence
     - Techs inspected Perimeter & site; issue found are in labor tasks; photos uploaded
     - MOA Inspection Complete",,,Alex Luna,
27641,Dayton Cutoff,Corrective,UAV Follow Up @ Dayton Cutoff: 1 Damaged Module,3 - Medium,Pine Gate Renewables,"Aug 23, 2023 12:54:00 PM",,Dayton Cutoff (DAYT),On Deck to be Scheduled,,,"Sep 07, 2023 11:49:23 AM",,"Aug 23, 2023 12:48:19 PM",,(OM) O&M Contract,,,,,Dylan Barrett,
27656,"Kaiser Creek Solar, LLC",Troubleshooting Electrical Equipment,Kaiser Creek INV 1 not communicating,3 - Medium,Hep Petra O&M LLC,"Aug 23, 2023 12:00:00 PM",,Inverter 1 (KAIS-INV1),On Hold - Awaiting Parts,1.58,"Aug 28, 2023 05:02:13 PM","Sep 08, 2023 10:43:47 AM",,"Aug 24, 2023 03:15:54 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 LGU
-Techs started troubleshooting by swapping the rs485 coms cable to the other port. no coms.
-Techs then power cycled inverter. no coms
-Techs contacted solis and they requested some photos of the inverter inside, name plate, and the AC/DC voltages. values in photos folder. 
-Techs also measured DC voltage on the RS485 wires inside the inverter and got .8 volts. Seems like it should have 24V.
-Solis is reviewing the photos and will update us on the next steps. 

2023-08-24 BDO
INV 1 communicated briefly after being replaced on 2023-08-23 but then stopped communicating around 12:05PDT. PE would like to confirm the INV address was set correctly when the inverter was swapped and that the inverter is using the correct communications port.",,,Dylan Barrett,
27586,Spring Creek Middle School,Preventive Maintenance Inspection,"Spring Creek Middle School - Brady Annual Inspection

PM Inspections paused indefinitely per client request while assets are waiting for replacement.",7 - PM Scheduled,Brady,"Aug 23, 2023 12:00:00 PM",,"AC Disconnect (GOAB) (SPRI.MS-GOAB), DAS (SPRI.MS-DAS), Inverter 01 (SPRI.MS-INV01), Inverter 02 (SPRI.MS-INV02), Inverter 03 (SPRI.MS-INV03), Inverter 04 (SPRI.MS-INV04), Inverter 05 (SPRI.MS-INV05), Inverter 06 (SPRI.MS-INV06), Inverter 07 (SPRI.MS-INV07), Inverter 08 (SPRI.MS-INV08), Inverter 09 (SPRI.MS-INV09), Inverter 10 (SPRI.MS-INV10), Inverter 11 (SPRI.MS-INV11), Inverter 12 (SPRI.MS-INV12), Inverter 13 (SPRI.MS-INV13), Inverter 14 (SPRI.MS-INV14), Inverter 15 (SPRI.MS-INV15), Inverter 16 (SPRI.MS-INV16), Inverter 17 (SPRI.MS-INV17), Inverter 18 (SPRI.MS-INV18), Inverter 19 (SPRI.MS-INV19), Inverter 20 (SPRI.MS-INV20), Racking (SPRI.MS-RACK), Spring Creek Middle School (SPRI.MS), String Connection (SPRI.MS-STRCONN)",On Hold - Waiting for Client Approval,,,"Aug 25, 2023 11:31:36 AM",,"Aug 21, 2023 03:28:08 PM",,(OM) O&M Contract,,"2023-08-24 DRE
PM Inspections paused indefinitely per client request while assets are waiting for replacement.",,,Drew Parada,
27636,Warsaw 2,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 10:06:00 AM",,Warsaw 2 (wasaw2),On Hold - Awaiting Third Party,8.47,,"Sep 08, 2023 02:30:46 PM","Aaron Will-Keck, Antonio Overton","Aug 23, 2023 10:05:35 AM",COMPLETE,(FX) Fixed Scope and Price,,"2023-08-30 AOV
     - Techs mobilized to location of POI
     - Techs inspected Poles (Risers, Meter, and Goab); issues found are in labor tasks tab & photos uploaded
     - Techs navigated on site to locations of Inverter
     - Techs retrieved pertinent information from Inverter via Labels & HMI; photos uploaded
     - Techs isolated Inverter to safely take site offline
     - Techs mobilized to location of POI to isolate site; techs isolated site
     - Techs navigated on site to locations of Transformers
     - Techs retrieved pertinent info from Transformer via Labels; techs inspected Transformer for deficiencies; issues found are in labor tasks; photos uploaded
     - Techs mobilized to location of POI to reenergize site; site was restored online
     - Techs verified site production with AES
     - Techs navigated on site to location of Perimeter fence
     - Techs inspected Perimeter & site; issue found are in labor tasks; photos uploaded
     - Spec Sheet uploaded to Files tab
     - MOA Inspection Complete",,,Alex Luna,
27635,Warsaw 1,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 10:05:00 AM",,Warsaw 1 (wasaw),On Hold - Awaiting Third Party,9.57,,"Sep 08, 2023 02:31:03 PM","Aaron Will-Keck, Antonio Overton","Aug 23, 2023 10:04:07 AM",COMPLETE,(FX) Fixed Scope and Price,,"2023-08-29 AOV
     -  Techs mobilized to location of POI
     - Techs inspected Poles (Risers, Meter, and Goab); issues found are in labor tasks tab & photos uploaded
     - Techs navigated on site to locations of Inverter
     - Techs retrieved pertinent information from Inverter via Labels & HMI; photos uploaded
     - Techs isolated Inverter to safely take site offline
     - Techs mobilized to location of POI to isolate site; techs isolated site
     - Techs navigated on site to locations of Transformers
     - Techs retrieved pertinent info from Transformer via Labels; techs inspected Transformer for deficiencies; issues found are in labor tasks; photos uploaded
     - Techs mobilized to location of POI to reenergize site; site was restored online
     - Techs verified site production with AES
     - Techs navigated on site to location of Perimeter fence
     - Techs inspected Perimeter & site; issue found are in labor tasks; photos uploaded
     - Spec Sheet uploaded to Files tab
     - MOA Inspection Complete",,,Alex Luna,
27634,Wallace,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 10:03:00 AM",,Wallace (walce),On Deck to be Scheduled,0.00,,"Aug 23, 2023 10:04:06 AM",,"Aug 23, 2023 10:02:23 AM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
27633,Turkey Branch,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 10:02:00 AM",,Turkey Branch  (turch),On Hold - Awaiting Third Party,11.85,,"Sep 08, 2023 02:31:24 PM","Aaron Will-Keck, Antonio Overton, Shane Williams","Aug 23, 2023 10:00:45 AM",COMPLETE,(FX) Fixed Scope and Price,,"2023-09-07 AOV
     - Techs navigated on site to location of Inverters
     - Techs inspected Inverters & retrieved pertinent information; photos uploaded
     - Techs deenergized Inverters to safely take site offline for XFMR inspections
     - Techs mobilized to location of POI to deenergize site; site was deenergized using Goab
     - Techs inspected POI (Riser, Meter & Goab) for deficiencies; issues found were routed to labor tasks tab; photos uploaded
     - Techs mobilized to locations of Transformers for inspection
     - Techs inspected Transformers; issues found were routed to labor tasks tab; photos uploaded
     - Techs navigated on site to location of POI (Goab) to reenergize site; site was reenergized; C4 confirmed
     - Techs mobilized to location of perimeter fence
     - Techs inspected perimeter fence & driveway/roadway; issues found were routed to labor tasks tab; photos uploaded
     - Spec sheet uploaded to files tab
     - MOA Inspection Complete",,,Alex Luna,
27632,Taylor,Commissioning and Support,CSS administers the Duke MOA self inspection,6 - Scheduled,AES,"Aug 23, 2023 10:00:00 AM",,Taylor (FLS Solar 170) (Talor),On Hold - Awaiting Third Party,14.70,,"Sep 08, 2023 02:32:02 PM","Aaron Will-Keck, Antonio Overton, Shane Williams","Aug 23, 2023 09:58:34 AM",COMPLETE,(FX) Fixed Scope and Price,,"2023-09-06 AOV
     - Techs navigated on site to location of Inverters
     - Techs inspected Inverters & retrieved pertinent information; photos uploaded
     - Techs deenergized Inverters to safely take site offline for XFMR inspections
     - Techs mobilized to location of POI to deenergize site; site was deenergized using Goab
     - Techs inspected POI (Riser, Meter & Goab) for deficiencies; issues found were routed to labor tasks tab; photos uploaded
     - Techs mobilized to locations of Transformers for inspection
     - Techs inspected Transformers; issues found were routed to labor tasks tab; photos uploaded
     - Techs navigated on site to location of POI (Goab) to reenergize site; site was reenergized; C4 confirmed
     - Techs mobilized to location of perimeter fence
     - Techs inspected perimeter fence & driveway/roadway; issues found were routed to labor tasks tab; photos uploaded
     - Spec sheet uploaded to files tab
     - MOA Inspection Complete",,,Alex Luna,
